,reviews.rating,reviews.text,reviews.length,detected_language,translated_text
333,3.0,"The hotel was comfortable.  It appeared to be popular with workers and truckers.  Families appeared to like the indoor swimming pool, which I did not use.  The restaurant appeared to be a place where contractors went.",217,"('en', 1)","The hotel was comfortable.  It appeared to be popular with workers and truckers.  Families appeared to like the indoor swimming pool, which I did not use.  The restaurant appeared to be a place where contractors went."
334,4.0,"While I wouldn't choose the spot for a long term stay, it's location was perfect for an on-the-way hotel, right on the Interstate. Loved the massive room and comfortable bed.",174,"('en', 1)","While I wouldn't choose the spot for a long term stay, it's location was perfect for an on-the-way hotel, right on the Interstate. Loved the massive room and comfortable bed."
335,1.0,1. The door to the room was broken and did not shut properly.2. WiFi frequently stopped working and the staff would not help and told us that we had to work it out with the IT tech from some other company.I would expect the hotel to take care of this.3. We payed for 3 people but they said they would only provide breakfast for 2. I had an unpleasant haggle with the management to finally work this out,402,"('en', 1)",1. The door to the room was broken and did not shut properly.2. WiFi frequently stopped working and the staff would not help and told us that we had to work it out with the IT tech from some other company.I would expect the hotel to take care of this.3. We payed for 3 people but they said they would only provide breakfast for 2. I had an unpleasant haggle with the management to finally work this out
336,1.0,There was someone else's stuff left in our washroom.  The person at the counter was snotty when she saw that I had reserved online.,131,"('en', 1)",There was someone else's stuff left in our washroom.  The person at the counter was snotty when she saw that I had reserved online.
337,3.0,"Fast friendly service by all staff.  Could tell rooms were renovated and clean and comfortable, pool area was a little tired with age but functional.",149,"('en', 1)","Fast friendly service by all staff.  Could tell rooms were renovated and clean and comfortable, pool area was a little tired with age but functional."
338,3.0,"The front desk staff was very friendly and helpful. The room and facility was spotless. The restaurant was terrible. I made the mistake of ordering one of the specials, prime rib. It was without a doubt the worst prime rib I have ever eaten or should I say tried to eat. Our server asked how it was so I told... More",316,"('en', 1)","The front desk staff was very friendly and helpful. The room and facility was spotless. The restaurant was terrible. I made the mistake of ordering one of the specials, prime rib. It was without a doubt the worst prime rib I have ever eaten or should I say tried to eat. Our server asked how it was so I told... More"
339,3.0,"Clean room, comfortable beds, lots of pillows. My only complaint is the continental breakfast. Cold cereal, coffee, tea, OJ, toast and muffins. No fresh fruit or yogurt. They offer a full menu, but you pay for it.",213,"('en', 1)","Clean room, comfortable beds, lots of pillows. My only complaint is the continental breakfast. Cold cereal, coffee, tea, OJ, toast and muffins. No fresh fruit or yogurt. They offer a full menu, but you pay for it."
340,5.0,"Clean room, comfortable beds, lots of pillows. My only complaint is the continental breakfast. Cold cereal, coffee, tea, OJ, toast and muffins. No fresh fruit or yogurt. They offer a full menu, but you pay for it.",213,"('en', 1)","Clean room, comfortable beds, lots of pillows. My only complaint is the continental breakfast. Cold cereal, coffee, tea, OJ, toast and muffins. No fresh fruit or yogurt. They offer a full menu, but you pay for it."
341,4.0,The staff was fantastic. Nice room. Could have used more than 2 bath towels. It was a little noisy in the morning... I think it had to do with the washing machine... sounded like a loud helicopter. I was a little disappointed when I went to swim in the morning that there was a senior exercise class going on using the entire pool and only a single lap aisle so no room for me to take a swim. It was a good stay and I would stay there again.,441,"('en', 1)",The staff was fantastic. Nice room. Could have used more than 2 bath towels. It was a little noisy in the morning... I think it had to do with the washing machine... sounded like a loud helicopter. I was a little disappointed when I went to swim in the morning that there was a senior exercise class going on using the entire pool and only a single lap aisle so no room for me to take a swim. It was a good stay and I would stay there again.
342,5.0,My girlfriend and I visited Waterville Maine for my birthday and to see some of my family. Was one of the most relaxing vacations I've been on. This hotel is great with a relaxing hot tub and spacious rooms. Don't forget the great Ice cream next door at friendlys. I would recommend this hotel to any of my friends looking for a cheap getaway.,343,"('en', 1)",My girlfriend and I visited Waterville Maine for my birthday and to see some of my family. Was one of the most relaxing vacations I've been on. This hotel is great with a relaxing hot tub and spacious rooms. Don't forget the great Ice cream next door at friendlys. I would recommend this hotel to any of my friends looking for a cheap getaway.
343,4.0,"Slightly tired hotel, but probably the best hotel in Waterville. Skip the in-house breakfast voucher & eat at Governors or Starbucks across the street.",151,"('en', 1)","Slightly tired hotel, but probably the best hotel in Waterville. Skip the in-house breakfast voucher & eat at Governors or Starbucks across the street."
344,3.0,"Das Hotel ist in die Jahre gekommen und kaum erneuert worden. Die Lage ist f��r Autoreisende als Etappenhalt geeignet, weil direkt an Autobahn gelegen.Angenehm war, dass kein typisch amerikanischen Fr��hst��cksbuffet vorhanden war, sondern man am Tisch bedient wurde. Bei unserer Buchung gab es einen Kredit von 7 USD pro Person, welcher f��r ein einfaches Fr��hst��ck ausreichend war.",409,"('de', 1)","The hotel is getting old and has hardly been renovated. The location is suitable for car travelers as a stage stop, because it is located directly on the highway. It was pleasant that there was no typical American breakfast buffet, but you were served at the table. When we booked, there was a credit of USD 7 per person, which was enough for a simple breakfast."
